DR,NARRATIVE,CRIMETYPE
131507434,SUSP ENTERED VEH AND ATTEMPTED TO STEAL IT,Grand Theft Auto 
121917702,UNK S OPENED UNLOCKED VEH AND ATT TO STEAL VEH VEH WAS RANSACKED S    REMOVED PROP AND FLED LOC,Grand Theft Auto 
90620190,SUSPS 1 AND 2 PUNCHED VICT IN THE FACE WHILE SUSP 3 ENTERED VICTS VEH  IN AN ATTEMPT TO VICT VICTS VEH WITH NEG RESULTS SUSPS FLED LOC WITH VICTS PROP,Grand Theft Auto 
110808012,SUSP DROVE HIS VEH UPTO V AND PINNED WEDGED V IN BETWEEN SUSPS VEH AND V PROP CAUSING MINOR INJURY,Aggravated Assault  
101421778,UNK SUSP ENTERED VIA UNSECURED BATHROOM WINDOW S RANSACKED HOUSE TOOK  ITEMS AND FLED VIA POE W VICTS ITEMS IN UNK DIRECTION,BURG
110409960,SUSP ENTERED DWP YARD AND TOOK COPPER WIRE HANGING FROM RACKS IN THE   REAR OF DWP TRUCKS  SUSP FLED,BTFV
100221209,SUSP ENT VICTS FRONT YARD SUSP ENT VICTS BASEMENT SUSP REMOVED VICTS PROP SUSP FLED TO UNK LOC,BURG
122020871,SUSPS FOLLOWED VICT AND YELLED EXCUSE ME VICT STOPPED S2 ARMED W KNIFE STATED HOW MONEY U HAVE S2 PATTED VICT DOWN SUSPS RAN AWAY WTH NO PROP,Robbery
130100683,UNK SUSPS CHASED VICT  HIT HIM SEVERAL TIMES WITH CHAIRS AND TRAFFIC BARRIERS TO THE HEAD AND BODY,Aggravated Assault  
91512676,SUSP APPROACHED VICT POINTED BB GUN AT VICT AND FIRED ONE SHOT THEN FLED LOC,Aggravated Assault  
111609244,SUSP RMVD GATE BROKE DOOR & ENTERED LOC. SUSP VANDALIZED LOC W/ HOLES ON WALLS ELECTRIC WIRE TORN & GRAFFITI.,BURG
121322515,S APP V WHILE HE SAT IN HIS VEH S PRODUCED AN AUTO HANDGUN DEMANDED    MONEY BUT TOOK BAG S DROVE AWAY,Robbery
140310200,UNK SUSP USED AN UNK TYPE PRY TOOL PUNCHED OPEN THE DOOR LOCK ON DRIVERDOOR SEARCHED HER VEH AND FLED LOC,BTFV
131104429,UNK SUSPS SMASHED VICTS WINDOW AND REMOVED PROP THEN FLED TO UNK LOC,BTFV
91715834,UNK  S ENTERED V PROPERTY THRU SIDE GATE AND TOOK V PROP,THEFT
111216954,S2 AND V STARTED PHYSICAL FIGHT 20 MINS LATER S1 AND V STARTED FIGHT WERE S1 CHOKED VICT SUSP GANG MBR,Aggravated Assault  
100117304,UNK SUSP REMOVED VICTS PROP AND POSS FLED IN A VEH NOT SEEN,THEFT
90510568,UNK SUSPS ATT TO HOT WIRE VICT'S VEH BY SMASHING VICT'S VEH STEERING COLUMN.,Grand Theft Auto 
101014763,S STOLE W WALLET FROM UNSECURED LOC,THEFT
130914722,S1 ENT BIGLOTS THRU FRNT DOOR   WLK TO ELECTRONIC SECTION  AND RMVD    WIRE SHEARS CUTTRS FROM PNTS AND CUT SECURITY WIRES1 FLED WO PAYING,THEFT
90122043,SUSP APPROACHED VICT WITH A 4 INCH GRY BOX CUTTER AND STATED TO THE VICT I AM GOING TO FUCK YOU UP,Aggravated Assault  
101921362,S WAS A CUSTOMER AT LOCATION FOR APPROX 1 HOUR WHEN S LEFT LOCATION S  REMOVED A POOL TABLE RACK S FLED LOCATION,THEFT
131426836,DEFT WALKED INTO OPEN BUSINESS CONCEALED PROP WALKED PAST OPENED       REGISTERS AND EXITED LOC,THEFT
91801311, UNK SUSPS ENTERED LOC BY CUTTING A HOLE IN THE BACK SCREEN DOOR UNK   SUSPS REMOVED ITEM AND EXITED POE AND FLED IN A UNK DIR,BURG
92018252,SUSPS SMASHED WINDOW TO VEH ENT RMVD PROP AND FLED PREMISES,BTFV
111514682,UNK SUSP ATTEMPTED TO TAKE VICTS VEH WITHOUT VICTS CONSENT AND BY FORCE,Grand Theft Auto 
111609599,UNK S REMOVED WEATHER STRIP FROM THE VEHICLES FRONT PASSENGER DOOR TO  GAIN ENTRY INTO THE VICTIMS LOCKED AND SECURED VEHICLE,BTFV
91221849,VICT AND DEFT WERE INVOLVED IN AN ARGUMENT VICT AND DEFT BEGAN TO FIGHTDEFT BEGAN TO FIGHT DEFT ENTERED RESIDENCE AND RETURNED W KNIFE AND CUT V,Aggravated Assault  
130212986,VICT AND SUSP WERE DRINKING ROGATHER WHEN SUSP BECAME ANGRY AND PRODUCED A KNIFE AND CUT VICT ON HIS RIGHT HAND SUSP FLED LOC ON FOOT,Aggravated Assault  
121410355,UNK S BROKE INTO V RES THROUGH FRONT WINDOW S REMOVED V PROPERTY AND FLED LOC,BURG
110117285,SUSP APPR VICT PUNCHED VICT IN FACE TOOK VICT MONEY THEN FLED IN UNK   DIRECTION,Robbery
140407814,VICT LOCKED AND SECURED HER VEH  UNK SUSP BROKE REAR WINDOW OF VEH     ENTERED VEH THROUGH FRONT OOR AND REMOVED VEH CAL REGISTRATION PAPER WORK,BTFV
141216722,S DROVE UP TO V AND PRESENTED WHAT LOOKED LIKE A FIREARM AND TOLD V IMMA NEED U TO DO SOMETHING FOR ME GIVE ME YOUR CHAIN S ALSO TOOK V PURSE AND PHON,Robbery
101706161,UNK SUSP ENTERED UNLOCKED VEH AND TOOK VICTS PROP PRINT INV REFUSED,BTFV
121310848, V WALKING 4 UNK M BLK APPROACH V AND STATE HOOVERS AND BEGAN PUNCHING V IN THE FACE AND BODY ATT TO TAKE CELL PHONE S FLED ON FOOT TO UNK DIRECT,Robbery
121518880,SUSPS ENTERED VICTS BANDIT TAXICAB FORCE VICT TO DRIVE THEM AROUND HIT KICK STAB VICT. DEMAND MONEY.,Robbery
120218803,V2 LOCKED AND SECURED APT  UNK SUSP FORCED ENTRY SELECTED PROP AND FLEDVIA FRONT DOOR V1 AND V2 ARE ROOMMATES,BURG
131613732,UNK SUSPS REMVD VIC RESIDENCE GATE OPENER MOTOR AND FLED LOC IN UNK    DIRECTION WITH VIC PROP,THEFT
101406052,UNK SUSPS ENTERED MULTI LEVEL PARKING STRUCTURE AND REOVED VEH PARTS   FROM 5 SEPERATE PARKED VEH WITHOUT PERMISSION,BTFV
132112015,VICT LOCKED N SECURED VEH N PRKED IN PARKING LOT OF 24 HR FITNESS UNK SUSPS OPEN VEH BY UNK MEANS ENTERED REMOVD VICT PROPS THEN FLED IN UNK DIR,BTFV
91804412,SUSPS CONFRONTED V AND ASKED V  WHERE YOU FROM  SUSPS RIPPED V EARINGS FROM V  SUSPS FLED FROM LOCATION WITH V PROPERTY,Robbery
141513657,S CUT/DAMAGED BIKE RACK CUT/TORCHED BIKE LOCK AND TOOK VS BIKE  TAKENCRITICAL CYCLESFIXED GEARBABY BLUYEL FRNT RIMRED BACK RIM ONG HANDLEBARS,THEFT
141812838,S ENT LOC AND ASKED TO SEE MERCHANDISE WHILE ATTENDANT WAS BUSY S GRABBER MERCHANDISE AND FLED LOC,THEFT
140707825, SUSPECT USED VEHICLE TO HIT VICTIM WHO IS A PEDESTRIAN,Aggravated Assault  
121210576,V WAS RIDING HIS BIKE WHEN HE WAS PUSHED OFF OF IT BY S S STOOD OVER V DEMANDING AND REMOVING MON FROM V PERSON S FLED NB ON HOOVER FROM 81ST W V PROP,Robbery
90622861,UNK SUSP GRABBED VICTS PROP FROM THE GROUND AND FLED TO UNK LOC RP     RECEIVED MARSYS LAW PAMPHLET,THEFT
90912994,SUSPS USED UNK TOOL TO GAIN ACCESS TO VICTS VEH   UNK IF SUSPS TOOK ANYPROP,Grand Theft Auto 
111617638,UNK SUSP ENTERED GARAGE AND STOLE TRUCK AND TRAILER WHICH CONTAINED A LOAD OF FOOD PRODUCTS,Grand Theft Auto 
111707956,S TOOK MONEY FROM WIT LOCKED BEDROOM  MONEY WAS HELD BY WIT TO GIVE    V  S LEFT WITH MONEY TO UNK LOC,THEFT
131223719,SUSP APPRCHD VICT ON BIKE SUSP GRABBED VICT PUNCHED VICT IN FACE KNOCK HIM SUSP TAKES VICT BIKE AND FLED ON BIKE SB ON VAN NESS,Robbery
121105117,UNK SUSPS GAINED ENTRY INTO VS RESID AND LEFT LOC WITHOUT TAKING PROP,BURG
141005547,UNK SUSP REMOVED PACKAGE FROM FRONT OF VICTS RESID AFTER IT WAS        DELIVERED BY UPS UNK SUSP FLED WITH VICTS PROP,THEFT
120123090,UNK SUSP ENTERED VEH N TAMPERED WITH STEERIN COLUMN SUSP FLED IN AN    UNK DIRECTION,Grand Theft Auto 
120510734,UNK SUSP SUED UNK TOOL TO PUNCH OUT VEH'S LEFT DOOR LOCK & IGNITION  ATT FAILED.,Grand Theft Auto 
131315176,UNK SUSP BROKE INTO VICTS LOCKED VEH  REMOVED PROPERTY THEN FLED THE LOCATION,BTFV
141006556,UNK SUSPS SMASHED REAR SLIDING GLASS DR W UNK OBJECT SUSPS REMOVED VICTS PROP AND FLED OUT THE FRNT DR INTO AN UNK DIR,BURG
132115620,UNK S USED KEY TO OPEN FRONT GLASS SLIDING DOOR S TOOK MONEY FROM SAFE AND EXITED POE W PROP,BURG
110416389,UNK SUSP USED UNK TYPE TOOL AND CUT THE CHAIN AND PAD LOCK FROM THE    CHINALINK FENCE SUSP ENTERED THE YARD USING THEIR HANDS AND REMOVED VICTS PROP,THEFT
91007304,UNK SUSP UNLOCKED VICTS LOCK TO STORAGE UNIT THEN REMOVED PROP,BURG
121206503,S AND V WERE DATING S PUSHED AND PULLED V HAIR TAKING HER PHONE AND NOTRETURNING IT TO HER V IN FEAR CALLD PO,Robbery
131615626,UNK SUSP DROVE VICTIMS VEHICLE OUT OF THE PARKING LOT WITHOUT VICTIMS CONSENT,Grand Theft Auto 
91326263, UNK S UNLOCK SIDE WIND MADE ENTRY UNK S RANSACK RESID AND TOOK V PROP UNK S EXIT HOME AND FLED TO UNK LOC WITH V PROP,BURG
91228873,S ENTERED STORE POINTED AT GUN CASHIER AND DEMANDED MON WIT HANDED MON TO SUSP S FLED ON FOOT EB 66TH FROM CRENSHAW,Robbery
110317087,V1 WAS DRIVING SB ON WESTERN AV WHEN HE WAS FLAggravated Assault  ED DOWN BY S1 ON 29TH AND WESTERN S1 ASKED FOR A RIDE HOME V1 AGREED S1 DIRECTED V1 TO ST ANDREWS,Grand Theft Auto 
141110473,VICT LEFT HER PURSE IN SUSPS CAR  SUSP DROVE AWAY WITH VICTS PURSE TO  UNK LOC,THEFT
111700001,VICT VEH WAS STOLEN RECOVERED  SUSP REMOVED SPEAKER BOX AND IPOD FROM  VEH,Grand Theft Auto 
141308179,UNK S USED UNK PRY TOOL TO OPEN SUNROOF OF V VEH S RMVD VICTS PROP THENFLED,BTFV
141806390,S1 ENTD STR DEMAND SLUSHIE AND REFUSED TO PAY. S STATED 'THIS IS HOOVER CRIMINALS STORE.'S TOOK SODA REFUSED TO PAY HIT CASHIER WITH BOTTLE,Robbery
120921317,VICT WAS STABBED IN CHEST AND FACE CAUSING SERIOUS BODILY INJURY SUSP FLED UNK DIR VICT REFUSED TO TALK,Aggravated Assault  
91111311,UNK SUSPS GAINED ENTRY INTO VS RESID REMOVED VS PROP AND FLED LOC IN   AN UNK LOC WITH VS PROP,BURG
91908746,S SMASHED WINDOW OF V VEH S REMOVED PROP AND FLED,BTFV
130914589,UNK SUSP RMVS PROP FROM UNSECURED CITY OF LA VEHICLE,BTFV
112100916,UNK SUSP ENTERED VICTS RES THRU REAR DOOR WINDOW REMOVED PROP AND FLED LOC,BURG
100416908,SUSAP DROVE AWAY WITH WITS VEH WITH VICT INSIDE,Grand Theft Auto 
110809281,UNKNOWN SUSPECT SMASHED VICTIMS WINDOW SUSPECT TOOK VICTIMS PROPERTY   AND FLED TO UNKNOWN LOCATION,BTFV
121211292,VIC MEETS SUSP AT LOC VIC BRINGS SUSP BACK TO HIS RESIDENCE VIC FALLS ASLEEP WHEN VIC WAKES UP AND FINDS HIS PROP AND VEH MISSING ALONG WITH SUSP,Grand Theft Auto 
110319760,UNK MALE SUSP APPROACHED VICT AND SAID GIVE ME YOUR NECKLACE SUSP GRABSVICTIMS NECKLACE AND RAN AWAY IN AN UNKNOWN DIRECTION,Robbery
141608411,SUSP HIT VICT WHILE RIDING HIS MOTORIZED SCOOTER WITH A VEH,Aggravated Assault  
90611946,SUSP ATTEMPTED TO STEAL V1 AND V2 VEHICLES,Grand Theft Auto 
101501177,SUSP ENTERED VICTS VEH AND ATTEMPTED TO STEAL IT SUSP ONE ENTERED GETAWAY CAR WHEN SUSP TWO OBSERVED WIT,Grand Theft Auto 
101106420,UNK SUSPS SMASHED REAR PASS WINDOW ENTERED VICTS VEH REMOVED VICTS     PROP AND FLED THE LOC,BTFV
120911294, SUSP ENTERED LOC SUSP HAD RECEIPTS AND SELECTED PROP FROM SHELF SUSP  EXITED VICTS LOC WITHOUT PAYING USING THE RECEIPTS,THEFT
110616758,UNK SUSP ENTERED VICTS VEH THROUGH FRONT PASSENGER DOOR USING UNK TOOL AND REMOVED VICTS PROP,BTFV
141710963,S ENTERED LOC CUT SECURITY CABLE OFF ITEMS  S PLACED ITEMS IN SHOPPING BAGS AND WALKED PASSED OPENED MANNED REGISTERS THEN EXITED LOC WITHOUT PAYING,THEFT
100606159,S2 AND S3 PINNED V TO THE GROUND S1 PUNCHED V AND PULLED OUT A HANDGUN FROM HIS WAIST S1 STATED GIVE ME YOUR STUFF S1 GRABBED V PROP AND ALL S RAN S4,Robbery
111007457,S ENTERED LOC REMOVED PROP EXITED WITHOUT PAYING WIT CHASED SUSP SUSP  BRANDISHED WEAPON WIT RAN BACK INTO LOC CALLED PD,Robbery
91808115,S APPR V S AND V BECAME INVOLVED IN A VERBAL DISPUTE S BECAME ANGRY    S STRUCK V APPROX 6 TIMES ON HER HEAD S FLED NB CENTRAL TO UNK LOC,Aggravated Assault  
101801345, V AND FAM WERE IN VEH ON AVALON AND CENTURY WHEN S OPENED FIRE        V SUFFERED GSW TO TORSO AND LEG S FLED IN UNK DIR,Aggravated Assault  
121209977,S1 AND S2 FIRED A PELLET GUN STRIKING THE VIC IN THE BACK OF THE NECK NO SERIOUS INJURY TO VIC S1 AND S2 FLED TO THE APT COMPLEX,Aggravated Assault  
100400958,SUSPS APPROACHED VICT AND STATED EL SERENO SUSP THEN REMOVED A BLUE    STEEL HANDGUN FROM HIS WAISTBAND AND FIRED SEVERAL SHOTS AT VICT,Aggravated Assault  
91819301,SUSPS APPROACHED V AND ASK TO USE A CELLPHONE S BEAT V AND TOOK HIS VEH,Robbery
121009385,SUSP ENTERED UNLOCKED VEH AND REMOVED PROP FROM INSIDE  SUSP FLED IN UNK DIRECTION,BTFV
90523368,SUSP RMVD VICTS PROP FROM VICTS UNLCKD VEH AND FLED REMOVED 6 SSN CARDSAND JEWL,BTFV
121708201,UNK S ENTERED V GARAGE AND SIFTED THROUGH V PROP  UNK S THEN PLACED    SOME OF V TOOLS IN BACKYARD AND FLED IN UNK DIRECTION,BURG
121215067,S WAS ENRAGED WITH V S STRUCK V ON FACE WITH HIS FIST AND STABBED V RITHT HAND SUSP GANG MBR,Aggravated Assault  
131113089,PROP BKD,Grand Theft Auto 
100814591,UNK S ENTRD V BEDROOM N RMVD V PROP FROM BEDROOM DRESSER UNK S FLED TO AN UNK LOC WITH PROP,THEFT
112106793,UNK SUSPS USED UNK HARD OBJ TO BREAK DRVR FRNT WINDOW UNK SUSPS RMVD   PROP FROM VEH AND FLED LOC IN UNK DIR,BTFV
111613770,SUSP HIT VICT WITH CLOSED FIST MULTP TIMES CAUSING LACERATIONS TO HEAD AND FACE AND KNOCKING VICT TO THE GROUND  SUSP KICKED VICT AND HIT W BROOMSTICK,Aggravated Assault  
131419963,UNK SUSP ENTERED VICTS APT USISNG KEY AND TOOK VICTS PRIP  NO EVID OF  FORCE ENTRY  SUSP THEN FLED LOC,BURG
130719134,UNK SUSP USED KEY OR PICKD LOCK TO OPEN ROLL UP SECURITY GATE ENTERED LOC RANSACKED INTERIOR USED KEY TO OPEN SAFE SUSPS TOOK 521 AND DEPARTED LOC VIA,BURG
130515846,S1 AND S2 USED BODILY FORCE ON VICTS AND S3 POINTED HANDGUN AND TOOK VICTS VEH,Robbery
112008243,UNK S PRIED OPEN DR OF BUSINESS W UNK TOOL ONCE INSIDE UNK S TOOK US CURRENCY FROM CASH RGSTR AND VCR UNK S LEFT LOC THROUGH POE,BURG
111505173,S TOOK VEH WITHOUT OWNERS PERMISSION,Grand Theft Auto 
91504131,UNK SUSP PRIED OPEN REAR DOORS AND TOOK ALCOHOL FROM STORAGE ROOM SUSP FLED IN UNK DIR,BURG
120314838,UNK S ENT V HOME BY,BURG
91405014,SUSP WAS A CASHIER AT BUSINESS SUSP REMOVED 440 FROM REGISTER AND,THEFT
111918101,UNK SUSP APPROACHED VICT DEMANDED PROP WITH FORCE OF A KNIFE  SUSP TOOKVICTS PROP PUNCHED VICT IN HEAD THEN FLED SB TOWARDS ROSCOE,Robbery
120513641,SUSP UNLCKD VICT'S VEH USING POSS. SCREW DRIVER ATTMPTD TO START VEH BUT COULDN'T. WHEN CONFRONTED BY VICT'S NEIGHBOR SUSP FLED IN WAITING VEHICLE,Grand Theft Auto 
100205275,UNK S REMOVED V VEH FR LIC PLT UNK S FLED IN UNK DIR TO UNL LOC WITH PROP,BTFV
101204893,UNK S ENTERED V VEH REMOVED WALLET FROM GLOVE BOX AND REMOVED FIREARM  FROM TRUNK S LEFT WITH PROPERTY,BTFV
111007354,UNK SUSPS SMASHED VIC VEH WINDOW TO GAIN ENTRY  SUSPS REMVD VIC CELL   PHONE AND FLED LOC IN UNK DIRECTION,BTFV
110715233,S ENTERED V LOCATION PLACED V PROPERTY ON HIS FEET EXITED WITHOUT ATTEMPTING TO PAY,THEFT
110907417,SUSPS APPROACHED VICT FROM VEH PUNCHED VICT IN HEAD  VICT FELL TO THE GROUND  SUSPS KICKED VICT TOOK VICTS PROP THEN FLED IN VEH,Robbery
101919766,UNK SUSP TOOK VICTS JEWELRY IPOD CAL OP CELL PHONE FROM HIS VEH,BTFV
100409577,SUSP TOOK VICTS VEH WITHOUT VICTS PERMISSION,Grand Theft Auto 
131616264,SUSP WAS VICTS EMPLOYEE AND REMOVED VICTS KEYS FROM OFFICE AND DROVE OFF THE BUSINESS PARKING LOT WITH VICTS VEH WITHOUT VICTS CONSENT,Grand Theft Auto 
120216415,VICT PARKED VEH WITH VALET VICT PIKED UP VEH AND WENT HOME VICT THEN NOTICE HIS PROP WAS MISSING,BTFV
111407336,UNKS ENTERED V RESID AND REMOVED V PROP AND FLED,BURG
111007193,UNK SUSPS CUT HOLE IN FENCE AND ENTERED CONSTRUCTION YARD SUSPS REMOVEDPROP FROM LOC AND FLED W V PROPTHEU POE,BURG
111814197, S1 USED BODILY FORCE TO FORCE OPEN A WINDOW AND GAIN ENTRY S1 REMOVED PROP OUT OF RES AND PLACE IT IN S2 VEH BOTH S FLED LOC IN VEH IN UNK DIR,BURG
140300789,SUSP USED HANDGUN TO SHOOT ONE ROUND AT VICT,Aggravated Assault  
120717656,THE R STATES THAT SHE LEFT HER LAUSD ISSUED COMPUTER ON HER DESK WHEN SHE LEFT FOR THE WEEKEND ON FRIDAY WHEN SHE RETURNED FROM THE HOLIDAY WEEKEND,THEFT
140404973,SUSP OPENED VICT UNLOCKED VEH AND REMOVED ITEMS AND FLED LOC ON FOOT TOUNK LOC,BTFV
110815851,UPON LOCATING HIS STOLEN PICKUP V DISCOVERED UNK S RMVD PROP FROM RECOVERED VEHICLE.  GARDENER'S TRUCK.,Grand Theft Auto 
141415348,UNK SUSPS OPENED VICTS UNLOCKED VEHICLE TOOK VICTS PROPERTY AND FLED LOCATION,BTFV
100816747,UNK S GAINED ENTRY INTO VS VEH THROUGH UNLOCKED DOOR RMVD PROP AND FLEDIN AN UNK DIR,BTFV
110207047,UNK SUSPECT ENTERED APARTMENT OFFICE DESTROYED PAPERWORK AND REMOVED PROPERTY,BURG
101822899,UNK S CUT THE SCREEN FROM KITCHEN WINDOW AND GAINED ENTRY S RANSACKED LOC AND REMOVED VS PROPERTY S FLED LOC UNK,BURG
90522688,VICTS VEH WAS STLN WHEN VEH WAS RCVRD VICT FOUNF PROP MISSING,Grand Theft Auto 
111410883,UNK SUSP USED UNK TOOL TO PRY OPEN DOOR TO VEH ONCE INSIDE SUSP REMOVEDVICTS PROP AND FLED LOC WITH THE PROP,BTFV
101000998,S AND V HAVE ONGOING ROOMATE DISPUTE S CUT V NECK SEVERAL TIMES,Aggravated Assault  
141608307,SUSP ARRIVED AT RESID POSS UNDER INFLUENCE OF NARCO FRANTICALLY LOOKINGFOR AN UNK ITEM SUSP PUNCHED AND ELBOWED VICT IN FACE AND TOOK VICTS CELL PHONE,Robbery
100714273,UNK S USED UNK HRD OBJ TO SMASH PASS WIN AND MAKE ENTRY S RMVD PROP    FLED UNK LOC W V PROP,BTFV
90900786, SUSP AND VICT WERE IN ROAD RAGE INC ON FREEWAY  SUSPS FOLLOWED VICT TOLOC  S1 TOOK ROCK AND THREW IT AT VICT NEARLY HITTING HIM ON HEAD  SUSPS FLED S,Aggravated Assault  
111216863,UNK SUSPS REMOVED AC FRO WIND AN DENTERED VICTS RESIDENCE SUSPS REMOVEDVICTS PROPERTY AND FLED TO AN UNK LOC VIA FRONT DOOR TO UNK LOC,BURG
101326487,SUSPS DROVE UP TO VICTS RES STOPPED VEH IN FRONT OF VICTS RES SUSP1 PRODUCED BS HANDGUN & FIRED APP 5 SHOTS AT VIC1 AND VICT 2. SUSPSGHETTO BOYZ.,Aggravated Assault  
140510790,SUSP DEMANDED MONEY FROM VICT SUSP REMOVED VICTS WALLET AND PUSHED VICTSUSP REMOVED VICTS CELLPHONE FROM VICTS POCKET SUSP FLED EB 204TH ST WITH PROP,Robbery
120717756,UNK SUSP THREW ROCK THRU FRONT DOOR WNDW UNK SUSP TOOK SCISSORS FROM DRAWERS AND OPENED CASH REGISTAR UNK SUSP FLED LOC WITH VICTS PROP IN UNK DIR,BURG
110311571,UNK SUSP ENTERED SCHOOL CAMPUS CUT THE PADLOCK SECURING VICTS BICYCLE AND REMOVED IT WITHOUT OWNERS CONSENT SO SUSPS WERE SEEN,THEFT
90305685,SUSP AND VICT ING IN AN ARGUEMENET  SUSP BECAME UPSET AND SLASHED VICT WITH A KNIFE  SUSP THEN FLED LOCATION,Aggravated Assault  
111317056,MO S ENT LOC RMVD PROP THEN FLED LOC,BURG
120104970,S ENTERED BUSN SELECTED MERCHANDISE(SHAMPOO) AND ATTEMPTED TO LEAVE WITHOUT PAYING FOR MERCHANDISE. S SURRENDERED PROP TO SECURITY AND FLED.,Robbery
121216545,UNK SUSP FORCED OPEN VICS GARAGE DOOR SUSP ENTERED GARAGE RAMBLED THROUGH ITEMS AND FLED VIA THE POE UNK IF PROP WAS TAKEN,BURG
121618924,SUSP RMVD LAPTOP & BRIEFCASE FROM SCHOOL HEALTH OFFICE ($1804).,THEFT
111816464,UNK S JUMPED BUS GATE AND ENTERED PK LOT UNK SUSPS SMASHED VICT CAR WIN,BTFV
101613327,SUSP ENTRD VICT VEH WHILE ENGINE WAS RUNNING. VICT FORCED SUSP OUT OF  HIS VEHICLE AND REGAINED POSSESSION OF HIS VEHICLE.,Grand Theft Auto 
90716439,UNK SUSP ENTERED VICTS VEH AND REMOVED PROPERTY,BTFV
91613255,S2 ARGUED W W2 S2 LEFT N BROUGHT BACK S1 N APPROX 10 SS S1 PUNCHED V W BRASS KNUCKLES AS V TRIED TO STOP SS FR ENTERING W2 RES,Aggravated Assault  
102119233,UNK SUSP BROKE INTO VICT LOCKED SECURED HOME REMOVED PROP AND FLED THE LOC WITH PROP,BURG
91623265,UNK SUSPS ENTERED PARKING STRUCTURE  SUSPS USED POSS SLIM JIM TO GAIN  ENTRY INTO VIC VEH  SUSPS REMVD VIC PROP AND FLED IN UNK DIRECTION,BTFV
101019615,S ENTERED LOCKED VEH AND REMOVED PROP,BTFV
100405474,VICTIM OBSERVED HIS SPEAKERS AND AMP AND RADIO MISSING FROM HIS VEHICLEDURING A FIELD RELEASE OF VEHICLE,Grand Theft Auto 
132005853,S BECAME ANGRY AT V DRVNG S FOLLOWED V CLOSELY S PULL TO SIDE OF V VEH IN ANGER COLLIDING INTO VEH S LEFT,Aggravated Assault  
90315074,VICT AND SUSP WERE INVOLVED IN A PHYSICAL CONFRONTATION SUSP STRUCK VCTOVER HEAD WITH A BOTTLE CAUSING VICT TO LOSE CONSCIOUSNESS,Aggravated Assault  
91425671,UNK SUSPS REM VICTS UNATTENDED WALLET AND FLED,THEFT
130801163,UNK SUSPS USED A LARGE ROCK TO SMASH VICTS REAR LIVING ROOM WINDOW     SUSPS TOOK COMPUTER AND JEWELRY AND FLED THROUGH POE IN AN UNK DIRECTION,BURG
100624463,V PARKED LOCKED AND SECURED VEH UPON RETURN WINDOW WAS FOUND SMASHED AND PROP TAKEN NO S OBS NO VIDEO IN AREA,BTFV
122006023,S RENTED VEH FROM V AND DID NOT RETURN VEH BACK TO V AFTER V CONTACTED S NUMEROUS TIMES,Grand Theft Auto 
140406561,UNK SUSP GAINED ENTRY INTO VICT VAN AND BROKE THE STEERING COLUMN,Grand Theft Auto 
91709949,S STOLE V VEH  S REMOVED V PROPERTY FROM VEH  V ADV VEH RECOVERED BUT  PROPERTY WERE MISSING FROM INSIDE VEH,Grand Theft Auto 
90504815,UNK S TOOOK VICTS PROP FROM VICTS STOLEN AND RECOVERED VEH,Grand Theft Auto 
130812034,UNKUSSP REMVD V HANDICAP PLACKARD FROM HIS UNLK VEH,BTFV
120204323,S AND V GOT INTO A DISAGREEMENT OVER MONEY V GRANDSON DEBT S POINTED GUN A V AND STATED GIVE ME YOUR WALLET AND YOUR MONEY V COMPLIED AND FLED LOC,Robbery
140911108,SUSP PUSHED GRANDMOTHER TO THE GROUND AND PUNCHED HER NUMEROUS TIMES   AFTER BEING TOLD HE WAS NO LONGER WELCOME AT HER HOME,Aggravated Assault  
101224779,S1 S2 APPROACH ON FOOT S1 S2 POINT HANDGUNS AT V AND FIRE MULTIPLE     ROUNDS STRIKING V ONCE IN UPPER LEFT LEG S1 S2 FLED IN UNK DIR ASSG TO CLEAR,Aggravated Assault  
101005115,S ENTERED STORE REMOVED ITEM OFF THE SHELF AND FLED OUT THE STORE WITH OUT PAYING,THEFT
122006642,V AND SUBJ THEY WERE INVOLVED INA N ARGUMENT SUBJ PUNCHED VICT THEN THREW IRON AT HEIM GRAZING HIM ON FACE,Aggravated Assault  
131424772,UNK SUSP USED A CROWBAR TO PAY THE FRONT DOOR OF THE BUSINESS SUSP     ENTERED AND SELECTIVELY REMOVED PROP,BURG
121818882, S AND V WERE ONVOLVED IN VERBAL DISPUTE S FOLLOWED V IN HIS CAR S     EXITED APT AND SHOT THROUGH V REAR WINDOW VICTIM IS GRAPE STREET CRIP,Aggravated Assault  
111801527,SUSP ENTERED VEHICLE AND STARTED ENGINE ATTEMPTING TO DRIVE AWAY WITH  VEHICLE,Grand Theft Auto 
130405509,S1 DEMANDED VICT BIKE  VICT REFUSED  S1 S2 S3 S4 PUNCHED AND KICKED VICTHREE TIMES ON HIS BODY AREA  THEN STRUCK VICT WITH SKATEBOARD ON HIS HEAD,Robbery
130101054,SUSP AND VICT HAD A VERBAL DISPUTE SUSP GRABBED BASEBALL BAT AND STRUCKVICT ON THE HEAD,Aggravated Assault  
101718986,S APPROACHED V HOLDING A KNIFE IN HIS RT HAND  S DEMANDED V MONEY AND  CELL PHONE  S THEN TOOK V PROPERTY THEN FLED ON FOOT IN UNK DIR,Robbery
120625060,SUSPS CHASED VICT ON FOOT SUSPS USED HANDGUNS AND FIRED NUMEROUS ROUNDSAT VICT STRIKING VICT IN ABDOMEN,Aggravated Assault  
